#contig,contig_reassign,bases_hap_dip,bases_low_high,bases_all,perc_low_coverage,perc_hap_coverage,perc_dip_coverage,perc_high_coverage
NW_020539159.1.TD_2,s,27101,3,27104,0.011,99.111,0.878,0.000
NW_020537235.1.TD_1,s,21271,5833,27104,21.521,78.479,0.000,0.000
NW_020539138.1.TD_1,s,25132,1969,27101,7.265,92.735,0.000,0.000
NW_020537758.1.TD_3,s,26394,707,27101,2.609,68.728,28.663,0.000
NW_020539725.1.TD_705,s,27097,0,27097,0.000,100.000,0.000,0.000
NW_020539725.1.TD_1191,s,24363,2733,27096,10.086,89.914,0.000,0.000
NW_020536999.1.TD_641,s,25891,1209,27100,4.461,95.539,0.000,0.000
NW_020536788.1.TD_1,s,24557,2533,27090,9.350,90.650,0.000,0.000
NW_020538040.1.TD_159,s,23829,3259,27088,12.031,87.969,0.000,0.000
NW_020537758.1.TD_384,s,18226,8860,27086,32.711,67.289,0.000,0.000
NW_020539724.1.TD_285,s,24176,2911,27087,10.747,50.751,38.502,0.000
NW_020537324.1.TD_1352,s,27084,0,27084,0.000,100.000,0.000,0.000
NW_020537758.1.TD_178,s,26906,172,27078,0.635,99.365,0.000,0.000
NW_020539017.1.TD_1,s,22713,4363,27076,16.114,83.886,0.000,0.000
NW_020539725.1.TD_298,s,23429,3647,27076,13.469,86.531,0.000,0.000
NW_020539726.1.TD_546,s,16994,10086,27080,37.245,62.755,0.000,0.000
NW_020538040.1.TD_992,s,25767,1305,27072,4.820,95.180,0.000,0.000
NW_020539725.1.TD_73,s,19491,7583,27074,28.008,71.992,0.000,0.000
NW_020536999.1.TD_1547,s,20820,6249,27069,23.085,76.915,0.000,0.000
NW_020539727.1.TD_125,s,25933,1135,27068,4.193,95.807,0.000,0.000
NW_020537147.1.TD_1,s,21987,5080,27067,18.768,81.232,0.000,0.000
NW_020537324.1.TD_345,s,24224,2837,27061,10.484,89.516,0.000,0.000
NW_020539134.1.TD_1,s,23530,3536,27066,13.064,86.936,0.000,0.000
NW_020539243.1.TD_1,s,22156,4906,27062,18.129,81.871,0.000,0.000
NW_020539725.1.TD_1365,s,27059,1,27060,0.004,83.396,16.600,0.000
NW_020537758.1.TD_1221,s,25255,1802,27057,6.660,93.340,0.000,0.000
NW_020536999.1.TD_1527,s,22719,4335,27054,16.024,83.976,0.000,0.000
NW_020537324.1.TD_985,s,23943,3114,27057,11.509,88.491,0.000,0.000
NW_020538040.1.TD_2493,s,25176,1877,27053,6.938,93.062,0.000,0.000
NW_020537988.1.TD_1,s,27051,0,27051,0.000,100.000,0.000,0.000
NW_020537307.1.TD_1,s,15505,11544,27049,42.678,57.322,0.000,0.000
NW_020536999.1.TD_380,s,24450,2597,27047,9.602,90.398,0.000,0.000
NW_020539640.1.TD_2,s,15357,11688,27045,43.217,56.783,0.000,0.000
NW_020537324.1.TD_1545,s,23610,3433,27043,12.695,87.305,0.000,0.000
NW_020538040.1.TD_1300,s,21173,5869,27042,21.703,78.297,0.000,0.000
NW_020536753.1.TD_1,s,18352,8691,27043,32.138,67.862,0.000,0.000
NW_020539038.1.TD_1,s,26755,283,27038,1.047,98.953,0.000,0.000
NW_020538738.1.TD_1,s,22962,4081,27043,15.091,84.909,0.000,0.000
NW_020536427.1.TD_4,s,22260,4776,27036,17.665,82.335,0.000,0.000
NW_020538040.1.TD_413,s,24057,2981,27038,11.025,88.975,0.000,0.000
NW_020538649.1.TD_1,s,25416,1617,27033,5.982,94.018,0.000,0.000
NW_020537646.1.TD_341,s,27027,0,27027,0.000,100.000,0.000,0.000
NW_020537758.1.TD_693,s,26252,782,27034,2.893,72.956,24.151,0.000
NW_020539726.1.TD_309,s,24597,2428,27025,8.984,91.016,0.000,0.000
NW_020538008.1.TD_2,s,25305,1719,27024,6.361,93.639,0.000,0.000
NW_020539575.1.TD_1,s,23484,3520,27004,13.035,86.965,0.000,0.000
NW_020536999.1.TD_189,s,26687,332,27019,1.229,98.771,0.000,0.000
NW_020538040.1.TD_874,s,23981,3039,27020,11.247,88.753,0.000,0.000
NW_020538040.1.TD_1931,s,25266,1752,27018,6.485,93.515,0.000,0.000
NW_020539727.1.TD_181,s,22281,4732,27013,17.517,82.483,0.000,0.000
NW_020539724.1.TD_6,s,22375,4637,27012,17.166,82.834,0.000,0.000
NW_020538964.1.TD_1,s,21296,630,21926,2.873,97.127,0.000,0.000
NW_020539726.1.TD_826,s,24662,2347,27009,8.690,91.310,0.000,0.000
NW_020539726.1.TD_790,s,22954,4057,27011,15.020,84.980,0.000,0.000
NW_020537872.1.TD_2,s,20581,6427,27008,23.797,76.203,0.000,0.000
NW_020538040.1.TD_779,s,23203,3803,27006,14.082,85.918,0.000,0.000
NW_020539868.1.TD_3,s,20061,6941,27002,25.706,74.294,0.000,0.000
NW_020538040.1.TD_2074,s,25654,1349,27003,4.996,95.004,0.000,0.000
NW_020537324.1.TD_862,s,23550,3443,26993,12.755,87.245,0.000,0.000
NW_020539727.1.TD_182,s,24859,2126,26985,7.878,92.122,0.000,0.000
NW_020536999.1.TD_1709,s,26815,166,26981,0.615,99.385,0.000,0.000
NW_020538823.1.TD_1,s,21065,5911,26976,21.912,78.088,0.000,0.000
NW_020537324.1.TD_761,s,25391,1607,26998,5.952,94.048,0.000,0.000
NW_020537758.1.TD_595,s,22553,4420,26973,16.387,83.613,0.000,0.000
NW_020538040.1.TD_393,s,24320,2654,26974,9.839,90.161,0.000,0.000
NW_020537324.1.TD_1202,s,20057,6911,26968,25.627,74.373,0.000,0.000
NW_020537646.1.TD_859,s,26165,800,26965,2.967,97.033,0.000,0.000
NW_020539726.1.TD_219,s,26132,832,26964,3.086,96.914,0.000,0.000
NW_020537646.1.TD_193,s,22202,4766,26968,17.673,80.662,1.665,0.000
NW_020537646.1.TD_872,s,20496,6467,26963,23.985,76.015,0.000,0.000
NW_020538812.1.TD_1,s,19134,7711,26845,28.724,71.276,0.000,0.000
NW_020538040.1.TD_18,s,26089,874,26963,3.241,83.507,13.251,0.000
NW_020539725.1.TD_621,s,26956,4,26960,0.015,99.985,0.000,0.000
NW_020539529.1.TD_3,s,24576,2192,26768,8.189,91.811,0.000,0.000
NW_020537758.1.TD_73,s,26885,73,26958,0.271,99.729,0.000,0.000
NW_020537324.1.TD_604,s,9783,17173,26956,63.708,36.292,0.000,0.000
NW_020536999.1.TD_1841,s,24459,2500,26959,9.273,90.727,0.000,0.000
NW_020539724.1.TD_168,s,19438,7518,26956,27.890,72.110,0.000,0.000
NW_020536749.1.TD_1,s,25087,1866,26953,6.923,93.077,0.000,0.000
NW_020536999.1.TD_1949,s,26648,294,26942,1.091,98.909,0.000,0.000
NW_020539301.1.TD_1,s,26935,11,26946,0.041,99.959,0.000,0.000
NW_020539725.1.TD_387,s,21697,5253,26950,19.492,80.508,0.000,0.000
NW_020537324.1.TD_589,s,26214,720,26934,2.673,97.327,0.000,0.000
NW_020537161.1.TD_1,s,17689,9249,26938,34.334,65.666,0.000,0.000
NW_020539726.1.TD_419,s,22928,4002,26930,14.861,85.139,0.000,0.000
NW_020537646.1.TD_655,s,24637,2293,26930,8.515,91.485,0.000,0.000
NW_020537095.1.TD_1,s,23923,2997,26920,11.133,88.867,0.000,0.000
NW_020538040.1.TD_471,s,21655,5266,26921,19.561,80.439,0.000,0.000
NW_020539725.1.TD_567,s,24820,2099,26919,7.797,92.203,0.000,0.000
NW_020537324.1.TD_926,s,26082,549,26631,2.062,97.938,0.000,0.000
NW_020538719.1.TD_1,s,23335,3585,26920,13.317,62.080,24.603,0.000
NW_020536999.1.TD_118,s,21235,5676,26911,21.092,78.908,0.000,0.000
NW_020539065.1.TD_1,s,14918,11993,26911,44.565,55.435,0.000,0.000
NW_020537646.1.TD_1046,s,24474,2435,26909,9.049,90.951,0.000,0.000
NW_020536173.1.TD_1,s,17891,9013,26904,33.501,66.499,0.000,0.000
NW_020539726.1.TD_287,s,24791,2113,26904,7.854,92.146,0.000,0.000
NW_020539727.1.TD_132,s,20655,6248,26903,23.224,76.776,0.000,0.000
NW_020536999.1.TD_439,s,26899,1,26900,0.004,99.996,0.000,0.000
NW_020539605.1.TD_1,s,21523,5380,26903,19.998,80.002,0.000,0.000
NW_020538957.1.TD_1,s,26566,327,26893,1.216,98.784,0.000,0.000
NW_020538040.1.TD_2102,s,25451,1444,26895,5.369,94.631,0.000,0.000
NW_020537758.1.TD_767,s,25137,1762,26899,6.550,93.450,0.000,0.000
NW_020539727.1.TD_482,s,23235,3657,26892,13.599,86.401,0.000,0.000
NW_020537758.1.TD_226,s,25278,1611,26889,5.991,94.009,0.000,0.000
NW_020536999.1.TD_297,s,25629,1260,26889,4.686,95.314,0.000,0.000
NW_020537324.1.TD_1275,s,26732,156,26888,0.580,99.420,0.000,0.000
NW_020537029.1.TD_1,s,23776,3105,26881,11.551,88.449,0.000,0.000
NW_020537324.1.TD_1556,s,26881,5,26886,0.019,99.981,0.000,0.000
NW_020537758.1.TD_555,s,20810,6067,26877,22.573,77.427,0.000,0.000
NW_020537219.1.TD_1,s,25026,1847,26873,6.873,93.127,0.000,0.000
NW_020537324.1.TD_1623,s,21665,5204,26869,19.368,80.632,0.000,0.000
NW_020536658.1.TD_1,s,24968,1896,26864,7.058,71.404,21.538,0.000
NW_020537646.1.TD_553,s,24547,2315,26862,8.618,91.382,0.000,0.000
NW_020538040.1.TD_335,s,26869,0,26869,0.000,100.000,0.000,0.000
NW_020536999.1.TD_58,s,24653,2209,26862,8.224,91.776,0.000,0.000
NW_020539726.1.TD_393,s,19140,7722,26862,28.747,71.253,0.000,0.000
NW_020536192.1.TD_1,s,10147,16714,26861,62.224,37.776,0.000,0.000
NW_020537646.1.TD_927,s,25960,898,26858,3.344,96.656,0.000,0.000
NW_020538040.1.TD_593,s,23479,3379,26858,12.581,87.419,0.000,0.000
NW_020539725.1.TD_576,s,24971,1882,26853,7.009,92.991,0.000,0.000
NW_020536547.1.TD_1,s,17272,9585,26857,35.689,64.311,0.000,0.000
NW_020537324.1.TD_888,s,26268,585,26853,2.179,97.821,0.000,0.000
NW_020537324.1.TD_1156,s,19716,7137,26853,26.578,73.422,0.000,0.000
NW_020537324.1.TD_848,s,22011,4838,26849,18.019,81.981,0.000,0.000
NW_020537828.1.TD_1,s,26308,540,26848,2.011,97.989,0.000,0.000
NW_020536999.1.TD_1197,s,25256,1586,26842,5.909,94.091,0.000,0.000
NW_020537324.1.TD_1510,s,26846,1,26847,0.004,99.996,0.000,0.000
NW_020538040.1.TD_1847,s,18622,8220,26842,30.624,69.376,0.000,0.000
NW_020539724.1.TD_187,s,25048,1792,26840,6.677,93.323,0.000,0.000
NW_020539725.1.TD_248,s,23875,2964,26839,11.044,88.956,0.000,0.000
NW_020537758.1.TD_97,s,22757,4079,26836,15.200,84.800,0.000,0.000
NW_020539724.1.TD_163,s,21846,4991,26837,18.597,81.403,0.000,0.000
NW_020536507.1.TD_1,s,25484,1351,26835,5.034,94.474,0.492,0.000
NW_020539725.1.TD_726,s,24634,2200,26834,8.199,91.801,0.000,0.000
NW_020537758.1.TD_632,s,26551,281,26832,1.047,86.770,12.183,0.000
NW_020539725.1.TD_936,s,24591,2240,26831,8.349,91.651,0.000,0.000
NW_020537967.1.TD_1,s,25016,1806,26822,6.733,93.267,0.000,0.000
NW_020536999.1.TD_362,s,21685,5134,26819,19.143,80.857,0.000,0.000
NW_020536914.1.TD_1,s,23213,3607,26820,13.449,86.551,0.000,0.000
NW_020538040.1.TD_2119,s,25901,918,26819,3.423,96.577,0.000,0.000
NW_020539879.1.TD_1,s,19105,7713,26818,28.761,71.239,0.000,0.000
NW_020536299.1.TD_1,s,26290,529,26819,1.972,98.028,0.000,0.000
NW_020536999.1.TD_222,s,23210,3609,26819,13.457,86.543,0.000,0.000
NW_020539727.1.TD_285,s,26029,788,26817,2.938,97.062,0.000,0.000
NW_020537324.1.TD_1520,s,23944,2873,26817,10.713,89.287,0.000,0.000
NW_020536379.1.TD_1,s,25154,1661,26815,6.194,93.806,0.000,0.000
NW_020537646.1.TD_988,s,25595,1222,26817,4.557,92.945,2.498,0.000
NW_020537286.1.TD_1,s,22353,4459,26812,16.631,83.369,0.000,0.000
NW_020537160.1.TD_1,s,26074,731,26805,2.727,97.273,0.000,0.000
NW_020537646.1.TD_49,s,20153,6662,26815,21.816,75.103,0.052,3.028
NW_020536288.1.TD_1,s,16320,10486,26806,39.118,60.882,0.000,0.000
NW_020538040.1.TD_2161,s,25920,881,26801,3.287,96.713,0.000,0.000
NW_020536999.1.TD_1253,s,15716,11083,26799,41.356,58.644,0.000,0.000
NW_020537324.1.TD_1610,s,26674,121,26795,0.452,99.548,0.000,0.000
NW_020537324.1.TD_182,s,25127,1655,26782,6.180,93.820,0.000,0.000
NW_020536999.1.TD_969,s,22967,3828,26795,14.286,85.714,0.000,0.000
NW_020537758.1.TD_76,s,23255,3537,26792,13.202,86.798,0.000,0.000
NW_020538715.1.TD_1,s,24091,2701,26792,10.081,56.718,33.200,0.000
NW_020537758.1.TD_1091,s,22003,4781,26784,17.850,82.150,0.000,0.000
NW_020536999.1.TD_1235,s,25053,1726,26779,6.445,93.555,0.000,0.000
NW_020539726.1.TD_528,s,21904,4876,26780,18.208,81.792,0.000,0.000
NW_020538040.1.TD_2540,s,25646,1131,26777,4.224,95.776,0.000,0.000
NW_020537324.1.TD_1466,s,26024,752,26776,2.808,97.192,0.000,0.000
NW_020538900.1.TD_1,s,19068,7705,26773,28.779,58.578,12.643,0.000
NW_020539726.1.TD_502,s,23473,3298,26771,12.319,87.681,0.000,0.000
NW_020537324.1.TD_536,s,19512,7264,26776,27.129,72.871,0.000,0.000
NW_020539725.1.TD_937,s,23669,3096,26765,11.567,88.433,0.000,0.000
NW_020539474.1.TD_1,s,26062,707,26769,2.641,84.400,12.959,0.000
NW_020536999.1.TD_860,s,22245,4290,26535,16.167,83.833,0.000,0.000
NW_020537324.1.TD_794,s,25014,1749,26763,6.535,93.465,0.000,0.000
NW_020539869.1.TD_1,s,24567,2191,26758,8.188,91.812,0.000,0.000
NW_020536999.1.TD_1060,s,26755,0,26755,0.000,100.000,0.000,0.000
NW_020539726.1.TD_135,s,12233,14522,26755,54.278,45.722,0.000,0.000
NW_020537758.1.TD_715,s,19293,7461,26754,27.887,72.113,0.000,0.000
NW_020537646.1.TD_156,s,26720,34,26754,0.127,99.873,0.000,0.000
NW_020537353.1.TD_1,s,25525,1228,26753,4.590,84.562,10.847,0.000
NW_020538040.1.TD_856,s,22637,4112,26749,15.373,67.322,17.305,0.000
NW_020539362.1.TD_1,s,20915,5833,26748,21.807,78.193,0.000,0.000
NW_020538040.1.TD_2374,s,25775,971,26746,3.630,96.370,0.000,0.000
NW_020538040.1.TD_251,s,23264,3477,26741,13.003,86.997,0.000,0.000
NW_020539725.1.TD_914,s,23779,2966,26745,11.090,88.910,0.000,0.000
NW_020536917.1.TD_1,s,23499,3238,26737,12.111,87.889,0.000,0.000
NW_020537646.1.TD_28,s,19827,6910,26737,25.844,74.156,0.000,0.000
NW_020537646.1.TD_849,s,25510,1223,26733,4.575,95.425,0.000,0.000
NW_020539466.1.TD_1,s,25126,1599,26725,5.983,94.017,0.000,0.000
NW_020539725.1.TD_292,s,16809,9911,26720,37.092,62.908,0.000,0.000
NW_020536999.1.TD_1032,s,26545,175,26720,0.655,99.345,0.000,0.000
NW_020536211.1.TD_1,s,25033,1685,26718,6.307,93.693,0.000,0.000
NW_020537324.1.TD_1288,s,21457,5240,26697,19.628,80.372,0.000,0.000
NW_020537392.1.TD_1,s,24957,1754,26711,6.567,93.433,0.000,0.000
NW_020539752.1.TD_1,s,21848,4854,26702,18.178,81.822,0.000,0.000
NW_020536721.1.TD_1,s,18996,7697,26693,28.835,71.165,0.000,0.000
NW_020538040.1.TD_392,s,23870,2820,26690,10.566,89.434,0.000,0.000
NW_020539725.1.TD_544,s,25374,1312,26686,4.916,95.084,0.000,0.000
NW_020538040.1.TD_612,s,23454,3233,26687,12.115,87.885,0.000,0.000
NW_020536999.1.TD_1389,s,23773,2913,26686,10.916,89.084,0.000,0.000
NW_020539727.1.TD_197,s,15367,11316,26683,42.409,57.591,0.000,0.000
NW_020539726.1.TD_486,s,24667,2017,26684,7.559,92.441,0.000,0.000
NW_020537646.1.TD_808,s,24552,2133,26685,7.993,92.007,0.000,0.000
NW_020539726.1.TD_887,s,26453,229,26682,0.858,99.142,0.000,0.000
NW_020538004.1.TD_1,s,26678,3,26681,0.011,99.989,0.000,0.000
NW_020537646.1.TD_521,s,26373,308,26681,1.154,98.846,0.000,0.000
NW_020536999.1.TD_1240,s,21355,5322,26677,19.950,80.050,0.000,0.000
NW_020537619.1.TD_1,s,24093,2585,26678,9.690,90.310,0.000,0.000
NW_020537324.1.TD_882,s,26678,0,26678,0.000,100.000,0.000,0.000
NW_020537919.1.TD_1,s,25884,788,26672,2.954,97.046,0.000,0.000
NW_020539599.1.TD_1,s,25465,1208,26673,4.529,95.471,0.000,0.000
NW_020539725.1.TD_859,s,21509,5160,26669,19.348,80.652,0.000,0.000
NW_020539724.1.TD_435,s,19979,6689,26668,25.082,74.918,0.000,0.000
NW_020538798.1.TD_1,s,23781,2887,26668,10.826,89.174,0.000,0.000
NW_020538040.1.TD_867,s,26312,351,26663,1.316,98.684,0.000,0.000
NW_020536549.1.TD_1,s,22951,3715,26666,13.932,86.068,0.000,0.000
NW_020538040.1.TD_1522,s,26662,0,26662,0.000,100.000,0.000,0.000
NW_020539621.1.TD_1,s,21611,5049,26660,18.938,80.814,0.248,0.000
NW_020539724.1.TD_102,s,23785,2870,26655,10.767,89.233,0.000,0.000
NW_020536901.1.TD_1,s,21553,5108,26661,19.159,80.841,0.000,0.000
NW_020538040.1.TD_1483,s,24984,1397,26381,5.295,94.705,0.000,0.000
NW_020537758.1.TD_513,s,25652,997,26649,3.741,96.259,0.000,0.000
NW_020538040.1.TD_2286,s,21041,5613,26654,21.059,78.941,0.000,0.000
NW_020537758.1.TD_117,s,23147,3501,26648,13.138,86.862,0.000,0.000
NW_020537646.1.TD_234,s,25220,1428,26648,5.359,94.641,0.000,0.000
NW_020537646.1.TD_251,s,15746,10902,26648,40.911,59.089,0.000,0.000
NW_020536999.1.TD_1999,s,24554,2081,26635,7.813,92.187,0.000,0.000
NW_020536926.1.TD_1,s,17264,9362,26626,35.161,64.839,0.000,0.000
NW_020536999.1.TD_199,s,23379,3254,26633,12.218,87.782,0.000,0.000
NW_020539079.1.TD_1,s,23811,2814,26625,10.569,89.431,0.000,0.000
NW_020537519.1.TD_1,s,21461,5162,26623,19.389,80.611,0.000,0.000
NW_020538040.1.TD_2685,s,25358,1262,26620,4.741,95.259,0.000,0.000
NW_020537646.1.TD_152,s,26620,0,26620,0.000,99.346,0.654,0.000
NW_020538658.1.TD_1,s,23968,2464,26432,9.322,90.678,0.000,0.000
NW_020538527.1.TD_1,s,23604,3010,26614,11.310,88.690,0.000,0.000
NW_020538040.1.TD_2370,s,21834,4780,26614,17.960,82.040,0.000,0.000
NW_020539725.1.TD_1078,s,25491,1118,26609,4.202,95.798,0.000,0.000
NW_020539726.1.TD_168,s,23731,2878,26609,10.816,89.184,0.000,0.000
NW_020539578.1.TD_1,s,7267,19346,26613,72.694,27.306,0.000,0.000
NW_020539726.1.TD_656,s,24025,2579,26604,9.694,90.306,0.000,0.000
NW_020537758.1.TD_546,s,25438,1170,26608,4.397,95.603,0.000,0.000
NW_020539726.1.TD_945,s,23153,3442,26595,12.942,87.058,0.000,0.000
NW_020539725.1.TD_1445,s,23990,2609,26599,9.809,90.191,0.000,0.000
NW_020538040.1.TD_1695,s,25060,1539,26599,5.786,94.214,0.000,0.000
NW_020536999.1.TD_1048,s,18633,7962,26595,29.938,70.062,0.000,0.000
NW_020536999.1.TD_1458,s,12973,13618,26591,51.213,48.787,0.000,0.000
NW_020536479.1.TD_1,s,21498,5093,26591,19.153,80.847,0.000,0.000
NW_020537758.1.TD_554,s,22589,4003,26592,15.053,84.947,0.000,0.000
NW_020539726.1.TD_283,s,23323,3267,26590,12.287,87.713,0.000,0.000
NW_020539727.1.TD_394,s,26586,0,26586,0.000,100.000,0.000,0.000
NW_020536999.1.TD_762,s,24834,1753,26587,6.593,93.407,0.000,0.000
NW_020538040.1.TD_1744,s,19757,6822,26579,25.667,74.333,0.000,0.000
NW_020538040.1.TD_632,s,26092,487,26579,1.832,98.168,0.000,0.000
NW_020537134.1.TD_1,s,23555,3022,26577,11.371,88.629,0.000,0.000
NW_020537758.1.TD_615,s,26569,3,26572,0.011,99.989,0.000,0.000
NW_020538163.1.TD_1,s,18575,7991,26566,30.080,69.920,0.000,0.000
NW_020538040.1.TD_383,s,25934,632,26566,2.379,97.621,0.000,0.000
NW_020537758.1.TD_328,s,21140,5428,26568,20.431,79.569,0.000,0.000
NW_020538040.1.TD_2104,s,19333,7230,26563,27.218,72.782,0.000,0.000
NW_020538040.1.TD_2316,s,22521,4040,26561,15.210,84.790,0.000,0.000
NW_020539312.1.TD_1,s,23683,2871,26554,10.812,89.188,0.000,0.000
NW_020539692.1.TD_1,s,20595,5959,26554,22.441,77.559,0.000,0.000
NW_020537758.1.TD_397,s,23630,2922,26552,11.005,88.995,0.000,0.000
NW_020536999.1.TD_1762,s,19105,7442,26547,28.033,71.967,0.000,0.000
NW_020537324.1.TD_1672,s,26551,0,26551,0.000,100.000,0.000,0.000
NW_020538040.1.TD_291,s,23453,3092,26545,11.648,88.352,0.000,0.000
NW_020537324.1.TD_165,s,23685,2855,26540,10.757,89.243,0.000,0.000
NW_020538040.1.TD_658,s,25701,843,26544,3.176,96.824,0.000,0.000
NW_020539725.1.TD_804,s,25583,952,26535,3.588,96.412,0.000,0.000
NW_020538451.1.TD_1,s,26133,400,26533,1.508,98.492,0.000,0.000
NW_020537324.1.TD_1747,s,16396,10134,26530,38.198,61.802,0.000,0.000
NW_020539054.1.TD_1,s,21062,3761,24823,15.151,84.849,0.000,0.000
NW_020537646.1.TD_220,s,26525,0,26525,0.000,100.000,0.000,0.000
NW_020537758.1.TD_862,s,15844,10675,26519,40.254,59.746,0.000,0.000
NW_020538021.1.TD_1,s,23191,3331,26522,12.559,87.441,0.000,0.000
NW_020538040.1.TD_1785,s,24029,2488,26517,9.383,90.617,0.000,0.000
NW_020538040.1.TD_513,s,24615,1566,26181,5.981,94.019,0.000,0.000
NW_020537646.1.TD_350,s,22675,3837,26512,14.473,85.527,0.000,0.000
NW_020537758.1.TD_357,s,23270,3240,26510,12.222,87.778,0.000,0.000
NW_020538040.1.TD_2644,s,22934,2905,25839,11.243,88.757,0.000,0.000
NW_020539725.1.TD_350,s,26328,177,26505,0.668,99.332,0.000,0.000
NW_020538936.1.TD_1,s,25589,919,26508,3.467,96.533,0.000,0.000
NW_020537324.1.TD_1278,s,22062,4441,26503,16.757,83.243,0.000,0.000
NW_020538040.1.TD_694,s,23124,3379,26503,12.750,87.250,0.000,0.000
NW_020536999.1.TD_1933,s,24191,2310,26501,8.717,91.283,0.000,0.000
NW_020538040.1.TD_983,s,26483,18,26501,0.068,99.932,0.000,0.000
NW_020539725.1.TD_284,s,22261,4233,26494,15.977,84.023,0.000,0.000
NW_020537758.1.TD_678,s,24734,1766,26500,6.664,93.336,0.000,0.000
NW_020536999.1.TD_456,s,24110,2382,26492,8.991,91.009,0.000,0.000
NW_020537324.1.TD_504,s,25833,661,26494,2.495,97.505,0.000,0.000
NW_020536629.1.TD_1,s,19626,6865,26491,25.914,74.086,0.000,0.000
NW_020537324.1.TD_1273,s,22518,3969,26487,14.985,85.015,0.000,0.000
NW_020539724.1.TD_57,s,22906,3579,26485,13.513,86.487,0.000,0.000
NW_020539724.1.TD_450,s,26269,212,26481,0.801,99.199,0.000,0.000
NW_020536604.1.TD_1,s,26485,0,26485,0.000,66.502,33.498,0.000
NW_020539727.1.TD_323,s,25329,1152,26481,4.350,95.650,0.000,0.000
NW_020537324.1.TD_95,s,26479,0,26479,0.000,100.000,0.000,0.000
NW_020537758.1.TD_759,s,25343,1132,26475,4.276,95.724,0.000,0.000
NW_020537324.1.TD_982,s,22121,4353,26474,16.443,83.557,0.000,0.000
NW_020537324.1.TD_518,s,25518,944,26462,3.567,96.433,0.000,0.000
NW_020537646.1.TD_212,s,22471,3997,26468,15.101,84.899,0.000,0.000
NW_020538040.1.TD_69,s,25266,1205,26471,4.552,95.448,0.000,0.000
NW_020538040.1.TD_2348,s,20306,6162,26468,23.281,76.719,0.000,0.000
NW_020537646.1.TD_173,s,24201,2267,26468,8.565,91.435,0.000,0.000
NW_020537646.1.TD_580,s,20148,6320,26468,23.878,76.122,0.000,0.000
NW_020536999.1.TD_737,s,24055,2406,26461,9.093,90.907,0.000,0.000
NW_020539227.1.TD_1,s,15489,10972,26461,41.465,58.535,0.000,0.000
NW_020537646.1.TD_179,s,26456,8,26464,0.030,99.970,0.000,0.000
NW_020537280.1.TD_1,s,19950,6508,26458,24.597,75.403,0.000,0.000
NW_020536999.1.TD_646,s,26130,327,26457,1.236,98.764,0.000,0.000
NW_020537758.1.TD_241,s,25723,734,26457,2.774,97.226,0.000,0.000
NW_020536666.1.TD_1,s,20701,5751,26452,21.741,78.259,0.000,0.000
NW_020536187.1.TD_1,s,22153,4294,26447,16.236,83.764,0.000,0.000
NW_020538037.1.TD_1,s,22818,3628,26446,13.719,86.281,0.000,0.000
NW_020536999.1.TD_1499,s,26455,0,26455,0.000,100.000,0.000,0.000
NW_020539353.1.TD_1,s,26444,0,26444,0.000,100.000,0.000,0.000
NW_020537758.1.TD_586,s,24565,1781,26346,6.760,93.240,0.000,0.000
NW_020539725.1.TD_1038,s,13001,13443,26444,50.836,49.164,0.000,0.000
NW_020537078.1.TD_1,s,14694,11748,26442,44.429,55.571,0.000,0.000
NW_020537758.1.TD_22,s,20921,5517,26438,20.868,79.132,0.000,0.000
NW_020537758.1.TD_908,s,23132,3311,26443,12.521,87.479,0.000,0.000
NW_020538954.1.TD_1,s,24022,2412,26434,9.125,90.875,0.000,0.000
NW_020537758.1.TD_365,s,19814,6623,26437,25.052,74.948,0.000,0.000
NW_020537646.1.TD_211,s,25783,649,26432,2.455,97.545,0.000,0.000
NW_020537203.1.TD_1,s,26431,0,26431,0.000,100.000,0.000,0.000
NW_020539724.1.TD_525,s,25749,682,26431,2.580,97.420,0.000,0.000
NW_020538040.1.TD_1275,s,22006,4424,26430,16.739,83.261,0.000,0.000
NW_020539725.1.TD_245,s,25924,499,26423,1.889,98.111,0.000,0.000
NW_020538040.1.TD_2688,s,24793,1632,26425,6.176,93.824,0.000,0.000
NW_020537758.1.TD_323,s,20880,5541,26421,20.972,79.028,0.000,0.000
NW_020538040.1.TD_1085,s,23421,2992,26413,11.328,88.672,0.000,0.000
NW_020536999.1.TD_1906,s,25668,753,26421,2.850,97.150,0.000,0.000
NW_020538040.1.TD_1639,s,20947,5462,26409,20.682,79.318,0.000,0.000
NW_020536999.1.TD_395,s,26188,224,26412,0.848,99.152,0.000,0.000
NW_020536999.1.TD_1713,s,21793,4607,26400,17.451,82.549,0.000,0.000
NW_020537758.1.TD_964,s,24416,1974,26390,7.480,92.520,0.000,0.000
NW_020539269.1.TD_1,s,26378,15,26393,0.057,99.943,0.000,0.000
NW_020536517.1.TD_1,s,19878,6516,26394,24.687,75.313,0.000,0.000
NW_020537380.1.TD_1,s,18024,8365,26389,31.699,68.301,0.000,0.000
NW_020539451.1.TD_1,s,23357,3029,26386,11.480,88.520,0.000,0.000
NW_020538700.1.TD_1,s,16065,8120,24185,33.575,66.425,0.000,0.000
NW_020536213.1.TD_1,s,24205,2053,26258,7.819,91.644,0.537,0.000
NW_020537324.1.TD_655,s,24009,2374,26383,8.998,91.002,0.000,0.000
NW_020538040.1.TD_587,s,22838,3528,26366,13.381,86.619,0.000,0.000
